institution_name,administrative_unit_aun,school_branch,category,status,phone_number,web_address,county,city,primary_administrator,school_year,latitude,longitude
HVA EduCenter,405258249,0000,Private Licensed School,Open,8148331609,http://www.healthcareventuresalliance.org/nursing/,Erie,Erie,"Ms Jennifer   Agnello , Director",SY2122,42.1205614,-80.0820537
Immaculata University,424154104,0000,Private College and University,Open,6106474400,https://www.immaculata.edu,Chester,Immaculata,"Ms Barbara   Lettiere , Chief Executive Officer",SY2122,40.0308979,-75.5595448
Indiana University of PA - Northpointe,428324150,1040,State University,Open,7242943300,http://www.iup.edu/northpointe/default.aspx,Armstrong,Freeport,"Dr Michael   Driscoll , Chief Executive Officer",SY2122,40.6739543,-79.6847703
Indiana University of PA - Punxsutawney,428324150,1050,State University,Open,7243572100,http://www.iup.edu/punxsutawney/default.aspx,Jefferson,Punxsutawney,"Dr Michael   Driscoll , Chief Executive Officer",SY2122,40.9436303,-78.971078
Indiana University of Pennsylvania - Main,428324150,0000,State University,Open,7243572100,https://www.iup.edu,Indiana,Indiana,"Dr Michael A Driscoll , Chief Executive Officer",SY2122,40.622825,-79.1533097
Industrial Training and Testing Institute,426511379,0000,Private Licensed School,Open,2157441008,http://www.ittinstitute.org/,Philadelphia,Philadelphia,"Mr Chester   Turner , Chief Executive Officer",SY2122,39.9527237,-75.1635262
Institute of Medical and Business Careers,402021299,0000,Private Licensed School,Open,4122443240,https://imbc.edu/locations/pittsburgh/,Allegheny,Pittsburgh,"Ms Sherri L Steele , Director",SY2122,40.4416941,-79.9900861
Institute of Medical and Business Careers,402021299,0000,Specialized Associate Degree,Open,4122443240,https://imbc.edu/locations/pittsburgh/,Allegheny,Pittsburgh,"Ms Sherri L Steele , Director",SY2122,40.4416941,-79.9900861
Institute of Medical and Business Careers,405251169,0000,Private Licensed School,Open,8148357740,https://imbc.edu/locations/erie/,Erie,Erie,"Mr Guy   Euliano , Chief Executive Officer",SY2122,42.1205614,-80.0820537
Institute of Medical and Business Careers,405251169,0000,Specialized Associate Degree,Open,8148357740,https://imbc.edu/locations/erie/,Erie,Erie,"Mr Guy   Euliano , Chief Executive Officer",SY2122,42.1205614,-80.0820537
Int'l Assoc of Heat & Frost Insulators & Allied Workers,426512319,0000,Private Licensed School,Open,2155330395,http://www.local-14.org/,Philadelphia,Philadelphia,"Mr Ed   Krawczyk , Chief Executive Officer",SY2122,39.9527237,-75.1635262
"Integrative Bodywork School of Massage Therapy, Inc.",410141219,0000,Private Licensed School,Open,8142344700,http://www.ibsmt.com,Centre,State College,"Mr Aaron   Pavlechko , Chief Executive Officer",SY2122,40.7944504,-77.8616386
Inter American University of Puerto Rico-Arecibo,484002424,0001,Other College and University,Open,2154263311,https://www.inter.edu/,Philadelphia,Philadelphia,"Dr Karen   Woolcock , Chief Executive Officer",SY2122,39.9527237,-75.1635262
International Association of Electrical Inspectors,100000002,0000,Other Approved School,Open,8007864234,http://www.iaei.org,Out-of-State,Richardson,"Mr Rudolph   Garza , Chief Executive Officer",SY2122,40.705896,-78.003616
International Institute for Restorative Practices,475488057,0000,Private College and University,Open,6108079221,https://www.iirp.edu/,Northampton,Bethlehem,"Dr Linda   Kligman , Chief Administrative Officer",SY2122,40.6178915,-75.3786521
International School of Shiatsu,422099729,0000,Private Licensed School,Open,2157958065,http://www.shiatsubo.com,Bucks,Pipersville,"Ms Shirley M Scranta , Chief Executive Officer",SY2122,40.4260533,-75.1390969
Jamestown Community College,400001003,0000,Other College and University,Open,7163381100,http://www.sunyjcc.edu/,Out-of-State,Jamestown,"Dr Daniel   DeMarte , Chief Executive Officer",SY2122,40.27245,-76.90567
Jersey College,400003024,0000,Other College and University,Open,2016451777,https://www.jerseycollege.edu/,Out-of-State,Teterboro,"Mr Steven   Litvack , Chief Executive Officer",SY2122,40.705896,-78.003616
JNA Institute of Culinary Arts,426511359,0000,Private Licensed School,Open,2154688800,https://www.culinaryarts.edu/,Philadelphia,Philadelphia,"Mr Joseph   DiGironimo , Chief Executive Officer",SY2122,39.9527237,-75.1635262
JNA Institute of Culinary Arts,426511359,0000,Specialized Associate Degree,Open,2154688800,https://www.culinaryarts.edu/,Philadelphia,Philadelphia,"Mr Joseph   DiGironimo , Chief Executive Officer",SY2122,39.9527237,-75.1635262
Johns Hopkins University (The),423462209,0000,Other College and University,Open,4105168000,https://www.jhu.edu/,Montgomery,Blue Bell,"Mr Ronald J Daniels , Chief Executive Officer",SY2122,40.152331,-75.266289
Johnson College,419351257,0000,Private State-Aided Institution,Open,5703426404,https://www.johnson.edu/,Lackawanna,Scranton,"Dr Katie   Leonard Ed.D., Chief Executive Officer",SY2122,41.4086874,-75.6621294
Juniata College,411314304,0000,Private College and University,Open,8146413000,https://www.juniata.edu,Huntingdon,Huntingdon,"Dr James A Troha , Chief Executive Officer",SY2122,40.4847959,-78.0102813
Kernel University,400007855,0000,Other College and University,Open,2674611563,http://www.kernel.edu,Out-of-State,Elkins Park,"Mr Tae Moon   Park , Chief Executive Officer",SY2122,40.80177,-77.868164
Keystone College,419354406,0000,Private College and University,Open,5709455141,https://www.keystone.edu,Lackawanna,La Plume,"Dr Tracy L Brundage , Chief Executive Officer",SY2122,41.5565738,-75.7551655
Keystone Diesel Institute,404108199,0000,Private Licensed School,Open,7244820019,http://www.keystonediesel.net/,Butler,Butler,"Mr Jesse P Stoltz , Chief Executive Officer",SY2122,40.7764541,-79.9495022
King's College,418404504,0000,Private College and University,Open,5702085900,https://www.kings.edu,Luzerne,Wilkes-Barre,"Rev John   Ryan C.S.C., Ph.D., Chief Executive Officer",SY2122,41.2464824,-75.8817316
Kutztown University of PA,414064550,0000,State University,Open,6106834000,https://www.kutztown.edu,Berks,Kutztown,"Dr Kenneth S Hawkinson , Chief Executive Officer",SY2122,40.5173165,-75.7774177
La Roche University,403024784,0000,Private College and University,Open,4123679300,https://www.laroche.edu,Allegheny,Pittsburgh,"Sr Candace   Introcaso SDP, Ph.D, Chief Executive Officer",SY2122,40.4416941,-79.9900861
La Salle University,426514804,0000,Private College and University,Open,2159511000,https://www.lasalle.edu,Philadelphia,Philadelphia,"Dr Colleen M Hanycz , Chief Executive Officer",SY2122,39.9527237,-75.1635262
Lackawanna College,419354606,0000,Private College and University,Open,5709617810,https://www.lackawanna.edu,Lackawanna,Scranton,"Dr Jill A Murray , Chief Executive Officer",SY2122,41.4086874,-75.6621294
Lafayette College,420484704,0000,Private College and University,Open,6103305000,https://www.lafayette.edu,Northampton,Easton,"Dr Nicole   Hurd , Chief Executive Officer",SY2122,40.6916081,-75.2099866
Lake Erie College of Osteopathic Medicine,405254724,0000,Private State-Aided Institution,Open,8148666641,https://lecom.edu/,Erie,Erie,"Dr John M Ferretti D.O., Chief Executive Officer",SY2122,42.1205614,-80.0820537
Lancaster Bible College,413364744,0000,Private College and University,Open,7175697071,https://www.lbc.edu,Lancaster,Lancaster,"Dr Thomas L Kiedis , Chief Executive Officer",SY2122,40.03813,-76.3056686
Lancaster County Career and Technology Center,413363289,0000,Private Licensed School,Open,7174647050,https://lancasterctc.edu/,Lancaster,Willow Street,"Dr Stuart   Savin , Chief Executive Officer",SY2122,39.9792659,-76.2763474
Lancaster County Career and Technology Center,413363289,0000,Specialized Associate Degree,Open,7174647050,https://lancasterctc.edu/,Lancaster,Willow Street,"Dr Stuart   Savin , Chief Executive Officer",SY2122,39.9792659,-76.2763474
Lancaster School of Cosmetology & Therapeutic Bodywork,413362209,0000,Private Licensed School,Open,7172990200,http://www.beautyschoolsdirectory.com/schools/lancaster_soc/,Lancaster,Lancaster,"Ms Debbie   Dunn , Chief Executive Officer",SY2122,40.03813,-76.3056686
Lancaster School of Massage,413366129,0000,Private Licensed School,Open,7172939698,http://www.lancasterschoolofmassage.com,Lancaster,Lancaster,"Ms Winona F Bontrager , Chief Executive Officer",SY2122,40.03813,-76.3056686
Lancaster Theological Seminary,413364755,0000,Theological Seminary,Open,7173930654,https://lancasterseminary.edu/,Lancaster,Lancaster,"Dr Byron   Grigsby , Chief Executive Officer",SY2122,40.03813,-76.3056686
Lansdale School of Business,423461357,0000,Private Licensed School,Open,2156995700,http://www.LSB.edu,Montgomery,North Wales,"Mr Marlon D Keller , Chief Executive Officer",SY2122,40.2109404,-75.2782317
Lansdale School of Business,423461357,0000,Specialized Associate Degree,Open,2156995700,http://www.LSB.edu,Montgomery,North Wales,"Mr Marlon D Keller , Chief Executive Officer",SY2122,40.2109404,-75.2782317
Laurel Business Institute,401266079,0000,Private Licensed School,Open,7244394900,http://www.laurel.edu/,Fayette,Uniontown,"Ms Bonnie J Marsh , Chief Executive Officer",SY2122,39.900076,-79.7164326
Laurel Business Institute,401266079,0000,Specialized Associate Degree,Open,7244394900,http://www.laurel.edu/,Fayette,Uniontown,"Ms Bonnie J Marsh , Chief Executive Officer",SY2122,39.900076,-79.7164326
Laurel Highlands Therapeutic Academy,408115189,0000,Private Licensed School,Open,8144716871,http://www.LHTAcademy.com,Cambria,Ebensburg,"Mr Brandon   Smith , Executive Director",SY2122,40.4852783,-78.7248434
"Laurel Highlands Workforce & Opportunity Center, Inc.",407651159,0000,Private Licensed School,Open,7242374448,https://www.lhwoc.org/,Westmoreland,Greensburg,"Mr Gregory   Daigle , Chief Executive Officer",SY2122,40.3014581,-79.5389289
Laurel Technical Institute/Meadville,406170807,0000,Private Licensed School,Open,8147240700,http://www.laurel.edu/,Crawford,Meadville,"Ms Amy   Braymer , Chief Executive Officer",SY2122,41.641445,-80.151449
Laurel Technical Institute/Meadville,406170807,0000,Specialized Associate Degree,Open,8147240700,http://www.laurel.edu/,Crawford,Meadville,"Ms Amy   Braymer , Chief Executive Officer",SY2122,41.641445,-80.151449
Laurel Technical Institute/Sharon,404432067,0000,Private Licensed School,Open,7249830700,http://www.laurel.edu,Mercer,Hermitage,"Mr Douglas S Decker , Director",SY2122,41.2333897,-80.44868
Laurel Technical Institute/Sharon,404432067,0000,Specialized Associate Degree,Open,7249830700,http://www.laurel.edu,Mercer,Hermitage,"Mr Douglas S Decker , Director",SY2122,41.2333897,-80.44868
Lebanon Valley College,413384904,0000,Private College and University,Open,7178676100,https://www.lvc.edu,Lebanon,Annville,"Dr James M MacLaren , Chief Executive Officer",SY2122,40.3295901,-76.515226
Lehigh Carbon Community Coll,421394952,0000,Community College,Open,6107992121,https://www.lccc.edu/,Lehigh,Schnecksville,"Dr Ann D Bieber , Chief Executive Officer",SY2122,40.6763665,-75.6214325
Lehigh University,420485004,0000,Private College and University,Open,6107583000,https://www1.lehigh.edu/home,Northampton,Bethlehem,"Dr Joseph J Helble , Chief Executive Officer",SY2122,40.6178915,-75.3786521
"Lehigh Valley School of Dental Assisting, Inc.",421398209,0000,Private Licensed School,Open,6102669550,http://www.learndentalassisting.net/,Lehigh,Whitehall,"Ms Fay   Fried Kun , Chief Executive Officer",SY2122,40.6574088,-75.5074517
Liberty University,454008549,0000,Other College and University,Open,4345822000,http://www.liberty.edu,Out-of-State,Lynchburg,"Mr Jerry   Prevo , Chief Executive Officer",SY2122,40.705896,-78.003616
Liberty University - Gateway Aviation Allentown,454008549,0001,Other College and University,Open,4345822950,http://www.liberty.edu,Lehigh,Allentown,"Mr Jerry   Prevo , Chief Executive Officer",SY2122,40.6022059,-75.4712794
Liberty University - Gateway Aviation Blue Bell,454008549,0003,Other College and University,Open,4345822950,http://www.liberty.edu,Montgomery,Blue Bell,"Dr Jerry   Prevo , Chief Executive Officer",SY2122,40.152331,-75.266289
Liberty University - High Flight Academy - Butler,454008549,0004,Other College and University,Open,4345822950,http://www.liberty.edu,Butler,Butler,"Dr Jerry   Prevo , Chief Executive Officer",SY2122,40.7764541,-79.9495022
Liberty University - Moyer Aviation,454008549,0002,Other College and University,Open,4345822950,http://www.liberty.edu,Monroe,Tobyhanna,"Mr Jerry   Prevo , Chief Executive Officer",SY2122,41.1770316,-75.4179623
Lincoln Technical Institute,400000409,0000,Private Licensed School,Open,8606274300,http://www.east-windsor.lincedu.com/,Out-of-State,East Windsor,"Mr Kevin   Clark , Chief Executive Officer",SY2122,40.892677,-78.214591
Lincoln Technical Institute/Allentown,421391417,0000,Private Licensed School,Open,6103985300,http://www.allentown.lincedu.com/,Lehigh,Allentown,"Ms Angela C Reppert , Chief Executive Officer",SY2122,40.6022059,-75.4712794
Lincoln Technical Institute/Allentown,421391417,0000,Specialized Associate Degree,Open,6103985300,http://www.allentown.lincedu.com/,Lehigh,Allentown,"Ms Angela C Reppert , Chief Executive Officer",SY2122,40.6022059,-75.4712794
Lincoln Technical Institute/Philadelphia,426516167,0000,Private Licensed School,Open,2153350800,http://www.philadelphia.lincedu.com/,Philadelphia,Philadelphia,"Mr Jim   Kuntz , Chief Executive Officer",SY2122,39.9527237,-75.1635262
Lincoln Technical Institute/Philadelphia,426516167,0000,Specialized Associate Degree,Open,2153350800,http://www.philadelphia.lincedu.com/,Philadelphia,Philadelphia,"Mr Jim   Kuntz , Chief Executive Officer",SY2122,39.9527237,-75.1635262
Lincoln University,424155101,0000,State-Related Commonwealth University,Open,6109328300,https://www.lincoln.edu,Chester,Lincoln University,"Dr Brenda A Allen , Chief Executive Officer",SY2122,39.8065518,-75.9287055
Lion Investigation Academy,420486199,0100,Private Licensed School,Open,6108682637,http://www.lioninvestigationacademy.com/,Northampton,Bethlehem,"Mr Joseph   Alercia II, Chief Executive Officer",SY2122,40.6178915,-75.3786521
Lock Haven University of PA - Clearfield,410185200,1060,State University,Open,8147650559,http://www.lockhaven.edu/clearfield/,Clearfield,Clearfield,"Dr Bashar W Hanna , Chief Executive Officer",SY2122,41.0272796,-78.4391876
Lock Haven University of Pennsylvania,410185200,0000,State University,Open,5704842011,http://www.lockhaven.edu/,Clinton,Lock Haven,"Dr Bashar W Hanna , Chief Executive Officer",SY2122,41.1369077,-77.4471641
Luzerne County Community College,418405452,0000,Community College,Open,5707400200,https://www.luzerne.edu/default.jsp,Luzerne,Nanticoke,"Mr Thomas P Leary , Chief Executive Officer",SY2122,41.2052654,-76.0049353
Lycoming College,417415504,0000,Private College and University,Open,5703214000,https://www.lycoming.edu,Lycoming,Williamsport,"Dr Kent C Trachte , Chief Executive Officer",SY2122,41.2493292,-77.0027671
Made Institute,426518219,0000,Private Licensed School,Open,2679728350,http://made-phila.com/,Philadelphia,Philadelphia,"Ms Laura   Franklin , Chief Executive Officer",SY2122,39.9527237,-75.1635262
Main Line Center for Bartending,426516259,0000,Private Licensed School,Open,2154871229,http://www.mainlinebartending.com,Philadelphia,Philadelphia,"Mr Anthony   Mamo , Chief Executive Officer",SY2122,39.9527237,-75.1635262
Manor College,423465556,0000,Private College and University,Open,2158852360,https://manor.edu/,Montgomery,Jenkintown,"Dr Jonathan   Peri Ph.D, J.D., Chief Executive Officer",SY2122,40.0959385,-75.1256812
Mansfield University of PA,417595570,0000,State University,Open,5706624046,https://www.mansfield.edu/,Tioga,Mansfield,"Dr Bashar W Hanna , Chief Executive Officer",SY2122,41.805687,-77.0792881
Marywood University,419355704,0000,Private College and University,Open,5703486211,http://www.marywood.edu,Lackawanna,Scranton,"Sr Mary   Persico IHM, Ed.D. , Chief Executive Officer",SY2122,41.4086874,-75.6621294
Massage Academy of the Poconos,420456049,0000,Private Licensed School,Open,5704215014,http://www.massageacademyllc.com/,Monroe,Stroudsburg,"Ms Vickiann   Hicks , Chief Executive Officer",SY2122,40.9864261,-75.1946649
McCann School of Business & Technology,416492199,0000,Private Licensed School,Open,5702863058,https://www.mccann.edu/campuses/lewisburg-career-training,Union,Lewisburg,"Ms Jessica   Rohrbach-Baker , School Administrator",SY2122,40.9645337,-76.8847639
McCann School of Business & Technology,416492199,0000,Specialized Associate Degree,Open,5702863058,https://www.mccann.edu/campuses/lewisburg-career-training,Union,Lewisburg,"Ms Jessica   Rohrbach-Baker , School Administrator",SY2122,40.9645337,-76.8847639
McCann School of Business & Technology,421392139,0000,Private Licensed School,Open,4842234600,https://www.mccann.edu/campuses/allentown-career-training,Lehigh,Allentown,"Mr Dan   Dominisac , Chief Executive Officer",SY2122,40.6022059,-75.4712794
McCann School of Business & Technology,421392139,0000,Specialized Associate Degree,Open,4842234600,https://www.mccann.edu/campuses/allentown-career-training,Lehigh,Allentown,"Mr Dan   Dominisac , Chief Executive Officer",SY2122,40.6022059,-75.4712794
Mercyhurst University,405255804,0000,Private College and University,Open,8148242000,https://www.mercyhurst.edu,Erie,Erie,"Dr Kathleen   Getz , Chief Executive Officer",SY2122,42.1205614,-80.0820537
Messiah University,415215904,0000,Private College and University,Open,7177662511,https://www.messiah.edu,Cumberland,Grantham,"Dr Kim S Phipps , Chief Executive Officer",SY2122,40.1564804,-76.9963656
Metro Beauty Academy,421392129,0000,Private Licensed School,Open,6103986227,http://www.metrobeautyacademy.com,Lehigh,Allentown,"Mr Chad J Schneider , Chief Executive Officer",SY2122,40.6022059,-75.4712794
Millersville University of PA,413365910,0000,State University,Open,7178723024,http://www.millersville.edu,Lancaster,Millersville,"Dr Daniel A Wubah , Chief Executive Officer",SY2122,39.997998,-76.3545372
Misericordia University,418401354,0000,Private College and University,Open,5706746400,https://www.misericordia.edu/,Luzerne,Dallas,"Dr Kathleen   Owens , Chief Executive Officer",SY2122,41.33617,-75.9632636
Missio Theological Seminary,423461005,0000,Theological Seminary,Open,2153685000,https://missio.edu/,Philadelphia,Philadelphia,"Dr Frank A James III, Chief Executive Officer",SY2122,39.9527237,-75.1635262
Mixology Masters,420483239,0000,Private Licensed School,Open,4842265422,https://www.mixologymasterspa.com,Northampton,Bethlehem,"Ms Michele   Sandt , Chief Executive Officer",SY2122,40.6178915,-75.3786521
"Montessori Institute of Teacher Education, LLC",424151179,0000,Private Licensed School,Open,4845699696,http://imschools.net,Chester,West Chester,"Mr Iftekhar   Hussain , Director",SY2122,39.9597213,-75.6059638
Montgomery County CC / Main,423465952,0000,Community College,Open,2156416300,https://www.mc3.edu,Montgomery,Blue Bell,"Dr Victoria   Bastecki-Perez , Chief Executive Officer",SY2122,40.152331,-75.266289
Montgomery County CC/West Cmp,423465952,1500,Community College,Open,6107181800,http://www.mc3.edu/,Montgomery,Pottstown,"Dr Victoria   Bastecki-Perez , Chief Executive Officer",SY2122,40.2452976,-75.6496424
Moore College of Art & Design,426516004,0000,Private College and University,Open,2155684515,https://moore.edu,Philadelphia,Philadelphia,"Ms Cecelia   Fitzgibbon , Chief Executive Officer",SY2122,39.9527237,-75.1635262
Moravian University,420486104,0000,Private College and University,Open,6108611300,https://www.moravian.edu/,Northampton,Bethlehem,"Dr Bryon L Grigsby , Chief Executive Officer",SY2122,40.6178915,-75.3786521
Mount Aloysius College,408116206,0000,Private College and University,Open,8148864131,https://www.mtaloy.edu,Cambria,Cresson,"Mr John M McKeegan J.D., Chief Executive Officer",SY2122,40.4597938,-78.5916837
Muhlenberg College,421396404,0000,Private College and University,Open,4846643100,https://www.muhlenberg.edu/,Lehigh,Allentown,"Dr Kathleen E Harring , Chief Executive Officer",SY2122,40.6022059,-75.4712794
"National Institute for Medical Assistant Advancement, Inc.",400008249,0000,Private Licensed School,Open,7207109050,https://nimaa.edu,Out-of-State,Denver,"Ms Elena   Thomas Faulkner , Chief Executive Officer",SY2122,41.014384,-78.471282
National Personal Training Institute,426515119,0000,Private Licensed School,Open,8009606294,http://www.nptifitness.com/,Montgomery,Huntingdon Valley,"Ms Susan   Bowen , Director",SY2122,40.1226101,-75.0635049
Neumann University,425236454,0000,Private College and University,Open,6104590905,https://www.neumann.edu,Delaware,Aston,"Dr Chris E Domes , Chief Executive Officer",SY2122,39.8726542,-75.4405473
New Castle School of Trades,404371687,0000,Private Licensed School,Open,7249648811,http://www.ncstrades.com,Lawrence,New Castle,"Mr Dennis   Corrado , Director",SY2122,40.9999202,-80.3471856
New Castle School of Trades,404371687,0000,Specialized Associate Degree,Open,7249648811,http://www.ncstrades.com,Lawrence,New Castle,"Mr Dennis   Corrado , Director",SY2122,40.9999202,-80.3471856
New Horizons Computer Learning Center of Allentown,420483179,0000,Private Licensed School,Open,8005078398,https://www.nhnepa.com/,Northampton,Bethlehem,"Mr Shawn   Mera , Chief Executive Officer",SY2122,40.6178915,-75.3786521
New Horizons Computer Learning Centers of Wilkes-Barre/Scran,418404029,0000,Private Licensed School,Open,5702702700,https://www.nhnepa.com/,Luzerne,Wilkes-Barre,"Mr Shawn   Mera , Chief Executive Officer",SY2122,41.2464824,-75.8817316
Northampton Community College / Main,420486672,0000,Community College,Open,6108615300,https://www.northampton.edu,Northampton,Bethlehem,"Dr Mark H Erickson , Chief Executive Officer",SY2122,40.6178915,-75.3786521
Northampton Community College/Monroe,420486672,1610,Community College,Open,5706209221,http://www.northampton.edu/monroe,Northampton,Tannersville,"Dr Mark H Erickson , Chief Executive Officer",SY2122,40.745207,-75.433852
"Northwood Institute of Taxidermy, Inc.",408568219,0000,Private Licensed School,Open,8144456215,http://www.northwoodtaxidermy.com,Somerset,Friedens,"Mr Joel   Zimmerman , Chief Executive Officer",SY2122,40.0500782,-78.9983591
"OceanPointe Dental Assisting Academy of Philadelphia, LLC.",422090204,0000,Private Licensed School,Open,2159687787,https://oceanpointephiladelphia.com/,Bucks,Newtown,"Dr Edward   Magida D.M.D., Chief Executive Officer",SY2122,40.2417393,-74.9397479
Orleans Technical College,426516849,0000,Private Licensed School,Open,2157284700,https://orleanstech.edu/,Philadelphia,Philadelphia,"Mr Rodney   Brutton , Director",SY2122,39.9527237,-75.1635262
Orleans Technical College,426516849,0000,Specialized Associate Degree,Open,2157284700,https://orleanstech.edu/,Philadelphia,Philadelphia,"Mr Rodney   Brutton , Director",SY2122,39.9527237,-75.1635262
Pampered Pet School of Dog Grooming,402026309,0000,Private Licensed School,Open,4128814744,http://www.pamperedpetschool.com,Allegheny,Pittsburgh,"Ms Antoinette   Venturella , Chief Executive Officer",SY2122,40.4416941,-79.9900861
Peirce College,426516806,0000,Private College and University,Open,8776709190,https://www.peirce.edu/,Philadelphia,Philadelphia,"Dr Mary Ellen   Caro , Chief Executive Officer",SY2122,39.9527237,-75.1635262
Penn College of Technology / Advanced Automotive Tech Ctr,417417801,0004,State-Related Commonwealth University,Open,5703202400,https://www.pct.edu/visit/campus/advanced-automotive-technology-center,Lycoming,Williamsport,"Dr Davie Jane   Gilmour , Chief Executive Officer",SY2122,41.2493292,-77.0027671
Penn College of Technology / Penn College at Westboro,417417801,0002,State-Related Commonwealth University,Open,5707247703,https://www.pct.edu/business/workforce-development/wellsboro#catalogue/TGVhcm5pb,Tioga,Wellsboro,"Dr Davie Jane   Gilmour , Chief Executive Officer",SY2122,41.7486838,-77.3005305
Penn College of Technology / Schneebeli Earth Science Center,417417801,0003,State-Related Commonwealth University,Open,5703208038,https://www.pct.edu/visit/campus/herman-t-schneebeli-earth-science-center,Lycoming,Montgomery,"Mr Davie Jane   Gilmour , Chief Executive Officer",SY2122,41.1703592,-76.8769076
Penn College of Technology/Wentzel Lumley Aviation Center,417417801,0001,State-Related Commonwealth University,Open,5703263761,https://www.pct.edu/visit/campus/kathryn-wentzel-lumley-aviation-center,Lycoming,Montoursville,"Dr Davie Jane   Gilmour , Chief Executive Officer",SY2122,41.2495431,-76.9267035
Penn Commercial Business/Technical School,401631757,0000,Private Licensed School,Open,7242225330,http://www.penn-commercial.com,Washington,Washington,"Mr Robert   Bazant , Chief Executive Officer",SY2122,40.17396,-80.2461714
Penn Commercial Business/Technical School,401631757,0000,Specialized Associate Degree,Open,7242225330,http://www.penn-commercial.com,Washington,Washington,"Mr Robert   Bazant , Chief Executive Officer",SY2122,40.17396,-80.2461714
Penn Foster Career School,419355759,0000,Private Licensed School,Open,5703427701,https://www.pennfoster.edu,Lackawanna,Scranton,"Ms Rebecca   McGovern , Director",SY2122,41.4086874,-75.6621294
Penn State Abington,410147201,1210,State-Related Commonwealth University,Open,2158817300,https://www.abington.psu.edu,Montgomery,Abington,"Dr Margo   DelliCarpini , Chief Executive Officer",SY2122,40.1142201,-75.13023
Penn State Altoona,410147201,1070,State-Related Commonwealth University,Open,8149495000,https://www.altoona.psu.edu/,Blair,Altoona,"Dr Lori J Bechtel-Wherry , Chief Executive Officer",SY2122,40.518681,-78.394736
Penn State Beaver,410147201,1080,State-Related Commonwealth University,Open,7247733800,https://beaver.psu.edu/,Beaver,Monaca,"Dr Jennifer S Cushman , Chief Executive Officer",SY2122,40.6872885,-80.2714505
Penn State Berks,410147201,1100,State-Related Commonwealth University,Open,6103966000,https://berks.psu.edu/,Berks,Reading,"Dr George   Grant , Chief Executive Officer",SY2122,40.335345,-75.9279495
Penn State Brandywine,410147201,1120,State-Related Commonwealth University,Open,6108921200,https://www.brandywine.psu.edu/,Delaware,Media,"Dr Marilyn J Wells , Chief Executive Officer",SY2122,39.9167783,-75.387693
Penn State College of Medicine,410147201,1160,State-Related Commonwealth University,Open,7175318521,https://med.psu.edu/web/college/home,Dauphin,Hershey,"Dr Kevin P Black , Chief Executive Officer",SY2122,40.2854881,-76.6506001
Penn State DuBois,410147201,1130,State-Related Commonwealth University,Open,8143754700,https://dubois.psu.edu/,Clearfield,DuBois,"Dr Pingjuan   Werner , Chief Executive Officer",SY2122,41.118651,-78.7622342
"Penn State Erie, The Behrend College",410147201,1090,State-Related Commonwealth University,Open,8148986000,https://psbehrend.psu.edu/,Erie,Erie,"Dr Ralph M Ford , Chief Executive Officer",SY2122,42.1205614,-80.0820537
"Penn State Fayette, The Eberly Campus",410147201,1140,State-Related Commonwealth University,Open,7244304100,https://fayette.psu.edu/,Fayette,Lemont Furnance,"Dr W. Charles   Patrick , Chief Executive Officer",SY2122,40.705896,-78.003616
Penn State Great Valley,410147201,1170,State-Related Commonwealth University,Open,6106483200,https://greatvalley.psu.edu/,Chester,Malvern,"Dr James A Nemes , Chief Executive Officer",SY2122,40.036202,-75.5138959
Penn State Greater Allegheny,410147201,1180,State-Related Commonwealth University,Open,4126759000,https://www.greaterallegheny.psu.edu/,Allegheny,McKeesport,"Dr Jacqueline   Edmondson , Chief Executive Officer",SY2122,40.3478472,-79.864215
Penn State Harrisburg,410147201,1110,State-Related Commonwealth University,Open,7179486250,https://harrisburg.psu.edu/,Dauphin,Middletown,"Dr John M Mason Jr., Chief Executive Officer",SY2122,40.1997955,-76.7310903
Penn State Hazleton,410147201,1150,State-Related Commonwealth University,Open,5704503000,https://hazleton.psu.edu/,Luzerne,Hazleton,"Dr Gary M Lawler , Chief Executive Officer",SY2122,40.9548956,-75.9769572
Penn State Lehigh Valley,410147201,1060,State-Related Commonwealth University,Open,6102855000,https://lehighvalley.psu.edu/,Lehigh,Center Valley,"Dr Tina Q Richardson , Chief Executive Officer",SY2122,40.529266,-75.393236
Penn State Mont Alto,410147201,1190,State-Related Commonwealth University,Open,7177496000,https://montalto.psu.edu/,Franklin,Mont Alto,"Dr Francis K Achampong , Chief Executive Officer",SY2122,39.8442593,-77.5583232
Penn State New Kensington,410147201,1200,State-Related Commonwealth University,Open,7243395466,https://newkensington.psu.edu/,Westmoreland,New Kensington,"Dr Kevin J.G.   Snider , Chief Executive Officer",SY2122,40.5697893,-79.7647705
Penn State Schuylkill,410147201,1220,State-Related Commonwealth University,Open,5703856000,https://schuylkill.psu.edu/,Schuylkill,Schuylkill Haven,"Dr Patrick M Jones , Chief Executive Officer",SY2122,40.6306464,-76.171054
Penn State Shenango,410147201,1240,State-Related Commonwealth University,Open,7249832803,https://www.shenango.psu.edu,Mercer,Sharon,"Dr Jo Anne   Carrick , Chief Executive Officer",SY2122,41.2331116,-80.4934035
Penn State The Dickinson School of Law,415212004,0000,State-Related Commonwealth University,Open,7172405000,https://dickinsonlaw.psu.edu/,Cumberland,Carlisle,"Ms Danielle M Conway , Chief Executive Officer",SY2122,40.201499,-77.1890783
